sourceRowIndex,sourceId,handle,title,reason,recommendedAction
"19475","10378505683260","the-skyhaven-modern-park-model-rv-with-loft-and-monoslope-design","Error from Shopify API: IMAGE_DOWNLOAD_FAILURE: Could not download image: [""The uploaded image is corrupt and cannot be processed. Please try a different image.""]","Invalid media URL format: Error from Shopify API: IMAGE_DOWNLOAD_FAILURE: Could not download image: [""The uploaded image is corrupt and cannot be processed. Please try a different image.""]","Check valid image URL and parent product association"
